Row_number,GlobalID,Sapling_tag,Species,Nonlisted_species,Length,Notes,ParentGlobalID,Date_started,Date_edited,Site,Date_submission,Personnel,Quadrat,Subquadrat,Quad_notes,x,y,Status,Status_NOTES,
1,25b71da1-b869-460e-9680-0af75333f85d,1120001,Lindera_benzoin,NA,40.5,NA,04756f66-eb6c-4040-a489-d16358dc27ba,6/20/23 12:43,6/20/23 12:43,TFO,6/19/23 16:00,Ian_Stonefield,0112,E,NA,-75.19519946,40.16334393,LI,,
2,998035e2-f3e7-4629-898c-287a57261847,1120002,Acer_rubrum,NA,13,NA,5e3abee3-e913-4604-b151-0c0a579e0eb5,6/20/23 12:43,6/20/23 12:43,TFO,6/19/23 16:00,Ian_Stonefield,0112,B,NA,-75.1951878,40.16330912,LI,,
3,92d4b5a2-2eb7-4bcc-8fd0-5a0b420840e1,1120003,Liriodendron_tulipifera,NA,8.9,NA,5e3abee3-e913-4604-b151-0c0a579e0eb5,6/20/23 12:43,6/20/23 12:43,TFO,6/19/23 16:00,Ian_Stonefield,0112,B,NA,-75.1951878,40.16330912,LI,,
4,1d1be2e5-a2bb-4a4c-a2e6-56021986c5df,1120004,Liriodendron_tulipifera,NA,12.5,NA,5e3abee3-e913-4604-b151-0c0a579e0eb5,6/20/23 12:43,6/20/23 12:43,TFO,6/19/23 16:00,Ian_Stonefield,0112,B,NA,-75.1951878,40.16330912,LI,,
5,b5f1ab29-61ed-4c3a-bd9e-e4af1fa2c5fc,1120005,Liriodendron_tulipifera,NA,10.4,NA,5e3abee3-e913-4604-b151-0c0a579e0eb5,6/20/23 12:43,6/20/23 12:43,TFO,6/19/23 16:00,Ian_Stonefield,0112,B,NA,-75.1951878,40.16330912,LI,,
6,c6b923b1-1297-4e4f-896d-944757c9aa57,1120006,Liriodendron_tulipifera,NA,8.1,NA,5e3abee3-e913-4604-b151-0c0a579e0eb5,6/20/23 12:43,6/20/23 12:43,TFO,6/19/23 16:00,Ian_Stonefield,0112,B,NA,-75.1951878,40.16330912,LI,,
7,8c564c71-a639-4e2b-ac6f-d91d1c11eaa2,1120007,Liriodendron_tulipifera,NA,6.5,NA,5c256a8b-004b-4e73-b85b-e6a116ddcef7,6/20/23 12:43,6/20/23 12:43,TFO,6/19/23 16:00,Ian_Stonefield,0112,C,NA,-75.19532421,40.16331025,D,,
8,fe108ee1-d79e-444b-896e-c32839fe7f17,4130039,Fraxinus_americana,NA,57,NA,a333616e-05a9-491b-be43-b641ebe581b9,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,B,NA,-75.19547102,40.16279459,LI,,
9,26cd3431-dab6-4fed-96ba-b03770b27824,4130040,Lindera_benzoin,NA,72,NA,a333616e-05a9-491b-be43-b641ebe581b9,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,B,NA,-75.19547102,40.16279459,LI,,
10,911d019d-8f78-44ff-bb12-d730fe4d4152,4130041,Lindera_benzoin,NA,133,NA,a333616e-05a9-491b-be43-b641ebe581b9,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,B,NA,-75.19547102,40.16279459,LI,,
11,b1b39285-86fc-4a9d-8596-1b3348577c49,4130042,Lindera_benzoin,NA,84.5,NA,a333616e-05a9-491b-be43-b641ebe581b9,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,B,NA,-75.19547102,40.16279459,LI,,
12,b47a857f-38d1-40ca-82b7-3204075a2961,4130043,Lindera_benzoin,NA,87.5,NA,a333616e-05a9-491b-be43-b641ebe581b9,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,B,NA,-75.19547102,40.16279459,LI,,
13,25363036-25fc-41c1-9366-57b9b2433adb,4130044,Prunus_virginiana,NA,52,NA,a333616e-05a9-491b-be43-b641ebe581b9,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,B,NA,-75.19547102,40.16279459,LI,,
14,fb876e66-79e8-46ba-a756-c2fe262b8238,4130045,Lindera_benzoin,NA,95,NA,a333616e-05a9-491b-be43-b641ebe581b9,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,B,NA,-75.19547102,40.16279459,LI,,
15,9810de0d-b36a-4c43-af42-7c29a61fa264,4130089,Liriodendron_tulipifera,NA,42,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
16,e2f90790-29ec-47ed-885e-338e3378b8d4,4130090,Lindera_benzoin,NA,77,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
17,07b89891-9376-4e4e-98b2-87c5f293377b,4130091,Liriodendron_tulipifera,NA,26,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
18,05f2a2de-94da-46cc-a8a5-661fb19bf4e5,4130092,Lindera_benzoin,NA,45,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
19,88444c98-ca68-459b-8074-cb04ec78be6d,4130093,Liriodendron_tulipifera,NA,23,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
20,dc29040f-0e66-4ce4-8b64-99cb56911d53,4130094,Lindera_benzoin,NA,44,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
21,ef24356c-d0ac-405c-a08a-5ce2e42ab783,4130095,Liriodendron_tulipifera,NA,22,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
22,f6a144ba-ca13-49de-9dff-a4ba5551ac67,4130096,Liriodendron_tulipifera,NA,25.5,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
23,14e72bc4-28bc-40d8-b9f1-9d393cc00b3c,4130098,Lindera_benzoin,NA,52.5,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
24,8ebbddec-5042-449c-8244-f9d590107005,4130097,Liriodendron_tulipifera,NA,30,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
25,bd09fd1a-cc4e-47a0-a479-dabcdd775a92,4130099,Liriodendron_tulipifera,NA,15,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
26,8a68b8ab-b460-4a32-98c4-5ecd66294c8c,4130100,Lindera_benzoin,NA,79,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
27,133b3b83-7a2a-4bf1-aef4-02a5745bd71e,4130101,Liriodendron_tulipifera,NA,32,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
28,187920c8-70eb-4f13-8d9d-e2d7cd54487b,4130102,Lindera_benzoin,NA,25,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
29,8ca8813e-7414-48e4-8d14-7e7b1dc63045,4130055,Liriodendron_tulipifera,NA,22.5,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
30,48a71554-37b2-4e84-93d5-aeecf4c5988f,4130062,Liriodendron_tulipifera,NA,39.5,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,7/13/23 15:56,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
31,4ee6b9ef-57a7-4d7e-b08f-78a20e427c7f,4130103,Liriodendron_tulipifera,NA,45.5,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
32,e0d70b9b-d71c-4a02-8218-21fb7d16b103,4130104,Liriodendron_tulipifera,NA,19,NA,33bb5bcb-5117-4f39-97ad-ce2a10fbdc82,6/26/23 19:30,6/26/23 19:30,TFO,6/21/23 16:00,Chris_LeClair,0413,A,NA,-75.19539388,40.16285035,LI,,
33,7884813c-6df4-4bf1-9219-255bf423b6f8,3110052,Liriodendron_tulipifera,NA,19.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
34,629add86-9424-43a6-b553-86319c651b06,3110053,Liriodendron_tulipifera,NA,9.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
35,69572cbb-6fcc-4cf4-a35e-1881f96302ed,3110054,Liriodendron_tulipifera,NA,14,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
36,9af2782f-8653-4586-b798-af472a14c904,3110055,Liriodendron_tulipifera,NA,21,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
37,f44a1b43-00b9-4be0-ab2d-b560cf92b88d,3110056,Liriodendron_tulipifera,NA,11,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
38,824b96df-1475-4f92-994c-df0f824f5940,3110057,Liriodendron_tulipifera,NA,22.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
39,1e354c7f-dcf9-4f7e-80db-168ee9c6d974,3110058,Liriodendron_tulipifera,NA,11,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
40,d90dffc7-9369-4d6e-8882-af8a4189e21d,3110059,Liriodendron_tulipifera,NA,7.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
41,b87526e3-679b-493d-a8aa-570888b9caec,3110060,Liriodendron_tulipifera,NA,9,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
42,bd4e3a09-a23a-4c77-9d3f-9ee7cb56d938,3110061,Liriodendron_tulipifera,NA,15.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
43,30f27ba6-147a-45ae-834c-702ed4d74141,3110062,Liriodendron_tulipifera,NA,7.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
44,a9bfa271-889a-4d7b-a9f2-e3b732cc2905,3110063,Liriodendron_tulipifera,NA,9.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
45,a4ab16fa-f0d0-4cd1-9350-2e64925a4527,3110064,Liriodendron_tulipifera,NA,12,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
46,397ed91c-0f87-4334-a10c-0a42d2d9a8d2,3110065,Liriodendron_tulipifera,NA,20,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
47,b6f74c16-4955-4b9d-b6f4-d66f2ca5d325,3110066,Liriodendron_tulipifera,NA,14,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
48,f6bea4ea-402c-4b15-bbdd-e90700410626,3110067,Liriodendron_tulipifera,NA,17,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,D,,
49,0e401306-4df2-4a92-aafd-4da22955ecd0,3110068,Liriodendron_tulipifera,NA,12,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
50,9c22b53a-56cb-4899-9d0b-6bf263f1a2f9,3110069,Liriodendron_tulipifera,NA,21,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
51,2c26007e-19fc-4c38-b26e-2cd367b63e66,3110070,Liriodendron_tulipifera,NA,15,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
52,19734c34-2540-4e6d-950d-a8578749cc6e,3110071,Liriodendron_tulipifera,NA,7,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
53,6da47baa-5f73-4a63-99ac-892b90b4b57e,3110072,Liriodendron_tulipifera,NA,34,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
54,92074abf-1079-45ad-8fb6-6b26646b2f0a,3110073,Liriodendron_tulipifera,NA,10,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,NF,,
55,f3fdc923-4f6f-48ef-951b-5216085f0a03,3110074,Liriodendron_tulipifera,NA,8,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
56,ed4506c5-7b85-4559-af45-4087481e634a,3110075,Liriodendron_tulipifera,NA,12.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
57,0b7ea7b9-e08f-4742-9c9f-14f49b6e925c,3110076,Liriodendron_tulipifera,NA,13,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
58,55ae9a61-748c-4451-8d30-ec0d60211b24,3110077,Liriodendron_tulipifera,NA,18,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
59,cc5a232f-dd86-49b5-ba95-d7a76731a088,3110078,Liriodendron_tulipifera,NA,8,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
60,0755979f-dcbe-4f31-a5d4-20e59b3366f4,3110079,Liriodendron_tulipifera,NA,10,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
61,5605f204-d089-4221-bf2a-fa4e4843f874,3110080,Liriodendron_tulipifera,NA,12,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
62,fcf8688d-e2c4-452f-ab75-5845f383c28d,3110081,Liriodendron_tulipifera,NA,15,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
63,d8a2bcd3-2e79-4ad8-a1e3-ec848c44ee3d,3110082,Liriodendron_tulipifera,NA,16,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
64,63275a7a-75b4-48c0-8d84-910caf5c68b0,3110083,Liriodendron_tulipifera,NA,5.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
65,d1dcdec7-b9e2-4bd0-ba65-4e77dea62e7b,3110084,Liriodendron_tulipifera,NA,6.5,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,,
66,1bc3303c-8a82-4d03-bf6b-b42c30b69ae5,3110085,Liriodendron_tulipifera,NA,10,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,NF,,
67,6777b981-cd92-4462-9aae-bd9ec56fcc2c,3110086,Liriodendron_tulipifera,NA,9,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,NF,,
68,8cd4fabe-ac7b-4cbc-a9a8-f31dd0b4a990,3110087,Prunus_sp.,NA,8,NA,a3468127-d598-4557-9764-5fdd159eb8f0,6/26/23 19:31,6/26/23 19:31,TFO,6/22/23 14:02,Katie_Stevenson,0311,D,NA,-75.19509329,40.16298667,LI,Herbivory,
69,847e4d82-79db-4136-b392-e6fbadb9f238,0050007,Ligustrum_obtusifolium,NA,30,NA,06b00835-f7d3-415d-91c8-40e440091f11,6/26/23 19:31,7/13/23 15:56,TFO,6/26/23 16:00,Mariana_Bonfim,0005,D,NA,-75.19370208,40.16351104,LI,,
70,61c6f1e1-eb59-41f3-aa8e-dfaa8a274840,5100039,Lindera_benzoin,NA,81,Multiple stems,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
71,468ecf8c-c8a9-491f-9fb9-c9d7772471de,5100040,Lindera_benzoin,NA,83,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
72,9dc73faa-a5ff-40bf-bbe4-c38973d97505,5100041,Liriodendron_tulipifera,NA,13,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
73,580b8d35-c1a5-49a1-bb4d-61e97afb01e3,5100042,Liriodendron_tulipifera,NA,17.5,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
74,11c4a5a1-570e-4662-95ec-329dd0d3b1e1,5100043,Liriodendron_tulipifera,NA,19,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
75,f563af33-8b15-466b-b6c6-85219b15b5dd,5100044,Liriodendron_tulipifera,NA,13.5,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
76,43c4ce02-6cde-42a6-abff-d006e647fc5e,5100045,Lindera_benzoin,NA,61.5,Multiple stems,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
77,770b89a8-c288-437d-83d8-6f287455fa03,5100046,Liriodendron_tulipifera,NA,17,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
78,7e96d426-9422-40c3-bf64-25fb69eab2d5,5100047,Liriodendron_tulipifera,NA,11,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
79,70664d85-26e1-4d17-9bae-6775e55d22fb,5100048,Liriodendron_tulipifera,NA,23,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
80,d3b25661-7afc-47e7-93ad-d5c20359e154,5100049,Liriodendron_tulipifera,NA,16.5,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
81,abdd0a80-82ba-46dc-ae52-95191444ba59,5100050,Liriodendron_tulipifera,NA,21,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
82,00d750ac-5db9-4544-9486-43c4e0f08bb3,5100051,Liriodendron_tulipifera,NA,23.5,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
83,3af75b37-0253-4305-866f-11edb3b59ea0,5100052,Liriodendron_tulipifera,NA,23,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
84,e4acc82c-d34f-4dc8-99e1-1c4059e652ec,5100053,Liriodendron_tulipifera,NA,17,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
85,74daea22-a91c-4c1a-95cb-df36e0b6cef3,5100054,Liriodendron_tulipifera,NA,14,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
86,e19cbd3d-61e6-40eb-976f-b055cc9f05c8,5100055,Liriodendron_tulipifera,NA,21,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
87,b408a837-9aeb-459a-aa39-b5b571f341ec,5100056,Liriodendron_tulipifera,NA,12,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
88,97aa1087-7db1-4cdc-8793-e548c46a3974,5100057,Lindera_benzoin,NA,30,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
89,855337b7-8b58-4613-bd9c-63eb063d298d,5100058,Liriodendron_tulipifera,NA,30,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
90,4357c3ab-ee77-4f0e-ba33-a8cea4b3b03d,5100059,Liriodendron_tulipifera,NA,11,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
91,a655ea09-dafa-4372-acb5-734c5861685c,5100060,Liriodendron_tulipifera,NA,9,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
92,8fe500ed-8bcc-415d-9951-675245ce4232,5100061,Liriodendron_tulipifera,NA,10,NA,78e62223-be40-4466-bce5-0d8f8a697296,6/27/23 15:11,6/27/23 15:11,TFO,6/27/23 13:21,Katie_Stevenson,0510,B,NA,-75.1946998,40.16259863,LI,,
